id	to_be_done_s_expression
Check for urgent nausea or vomiting conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Headache"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Chest pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Diarrhea"" ""finding"") (qualifier (snomed_concept ""Watery"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""History of travel with high risk of exposure to communicable disease"" ""situation"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Rebound tenderness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal guarding"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal rigidity"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Tenderness of right lower quadrant of abdomen"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Hematemesis"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Jaundice"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Drowsy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Stiff neck"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Purpuric rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Deep breathing"" ""finding"") (qualifier (snomed_concept ""Rapid"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Right lower quadrant pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Upper abdominal pain"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain radiating to lumbar region of back"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Distension of abdomen"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Constipation"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Nausea"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to break wind"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Generalized pruritus"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Generalized rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Tongue structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Wheezing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty breathing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Collapse"" ""finding"")) (finding (snomed_concept ""Exposure to (contextual qualifier)"" ""qualifier value"") (snomed_concept ""Substance"" ""substance"")))"
Check for urgent dizziness conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Numbness of limbs"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty talking"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Visual disturbance"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Chest pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Orthopnea"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Leg swelling symptom"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Injury of head"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to stand"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dizziness"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Nausea"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Disorder of eye movements"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abnormal gait"" ""finding"")))"
Check for urgent groin lump conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Severe pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to break wind"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Acute constipation"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Irreducible hernia"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pulsatile mass of abdomen"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Groin mass"" ""finding"") (qualifier (snomed_concept ""Pulsatile"" ""qualifier value""))))"
Check for presence of Covid-19	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dyspnea at rest"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dyspnea"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Feeling agitated"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Decreased level of consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Trachea displaced"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Hemoptysis"" ""finding"") (qualifier (snomed_concept ""Recent"" ""qualifier value""))))"
Check for urgent leg symptom conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in calf"" ""finding"") (qualifier (snomed_concept ""Unilateral"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swollen calf"" ""finding"") (qualifier (snomed_concept ""Unilateral"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Peripheral pulse absent"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Numbness of limbs"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Muscle weakness of limb"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Intermittent claudication"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Ischemic foot with rest pain"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Gangrene"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Ulcer"" ""morphologic abnormality"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Intermittent claudication"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Buttock structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in lower limb"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pale complexion"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to weight-bear"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Injury of lower limb"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Smoker"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Impaired mobility"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pregnancy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Estrogen hormone therapy"" ""procedure"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Tuberculosis"" ""disorder"") (qualifier (snomed_concept ""Known present"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Malignant neoplastic disease"" ""disorder"") (qualifier (snomed_concept ""Known present"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in calf"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swollen calf"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in lower limb"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Absent pulse"" ""finding"")))"
Check for urgent antenatal conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Painful uterine contractions"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Amniotic fluid leaking"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Headache"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Blurring of visual image"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal pain"" ""finding"")))"
Check for urgent abdominal pain conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Chest pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pregnancy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Delivery finding"" ""finding"") (qualifier (snomed_concept ""Recent"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Miscarriage"" ""disorder"") (qualifier (snomed_concept ""Recent"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Induced termination of pregnancy"" ""disorder"") (qualifier (snomed_concept ""Recent"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to void urine"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Jaundice"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal mass"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Rebound tenderness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal guarding"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal rigidity"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to break wind"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Acute constipation"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Tenderness of right upper quadrant of abdomen"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Loss of appetite"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain radiating to lumbar region of back"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Right lower quadrant pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Nausea"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Loss of appetite"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Right upper quadrant pain"" ""finding"") (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Upper abdominal pain"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Generalized pruritus"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Generalized rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Tongue structure"" ""body structure""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty breathing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dizziness"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Collapse"" ""finding"")) (finding (snomed_concept ""Exposure to (contextual qualifier)"" ""qualifier value"") (snomed_concept ""Substance"" ""substance"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Upper abdominal pain"" ""finding"") (qualifier (snomed_concept ""Pain radiating to lumbar region of back"" ""finding""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pulsatile mass of abdomen"" ""finding"")))"
Check for urgent female genitalia conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Delivery finding"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Miscarriage"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Induced termination of pregnancy"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pregnancy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Missed period"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abnormal vaginal bleeding"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal mass"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal guarding"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal rigidity"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Rebound tenderness"" ""finding"")))"
Check for urgent ear symptom conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Itching of ear"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Ear discharge"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain of ear"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Hearing difficulty"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Tinnitus"" ""finding"")))"
Check for urgent neck pain conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Stiff neck"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Headache"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Drowsy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Acute confusion"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Purpuric rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Numbness of limbs"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Muscle weakness of limb"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clumsiness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Joint stiffness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abnormal gait"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Decreased coordination"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Injury of neck"" ""disorder"") (qualifier (snomed_concept ""Recent"" ""qualifier value""))))"
Check for urgent headache conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Decreased level of consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Numbness of limbs"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Headache"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dizziness"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Frequent headache"" ""finding"") (qualifier (snomed_concept ""Worsening"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Headache"" ""finding"") (qualifier (snomed_concept ""Worsening"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Morning headache"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty talking"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Visual disturbance"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pain in eye"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Seizure"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Stiff neck"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Drowsy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Purpuric rash"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Persistent vomiting"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Chronic headache disorder"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Highly active antiretroviral therapy"" ""procedure"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Injury of head"" ""disorder"") (qualifier (snomed_concept ""Recent"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Anisocoria"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Frequent headache"" ""finding"")))"
Check for urgent face symptom conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Weakness of face muscles"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""New"" ""qualifier value"")) (qualifier (snomed_concept ""Asymmetry"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Muscle weakness of upper limb"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""New"" ""qualifier value"")) (qualifier (snomed_concept ""Asymmetry"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Weakness of muscle of lower limb"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""New"" ""qualifier value"")) (qualifier (snomed_concept ""Asymmetry"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Numbness of face"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Numbness of limbs"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty talking"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Visual disturbance"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure"")) (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Tongue structure"" ""body structure"")) (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty breathing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dizziness"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Collapse"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure"")) (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Blood in urine"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Proteinuria"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure"")) (qualifier (snomed_concept ""New"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure""))))"
Check for urgent mouth or throat conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Pharyngeal swelling"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to open mouth"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Unable to swallow"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Face structure"" ""body structure"")) (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Swelling"" ""finding"") (attribute (snomed_concept ""Finding site"" ""attribute"") (snomed_concept ""Tongue structure"" ""body structure"")) (qualifier (snomed_concept ""Sudden onset"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Wheezing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Difficulty breathing"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Dizziness"" ""finding"") (qualifier (snomed_concept ""Sudden onset"" ""qualifier value"")) (qualifier (snomed_concept ""Severe (severity modifier)"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Collapse"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Abdominal pain"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Exposure to (contextual qualifier)"" ""qualifier value"") (snomed_concept ""Substance"" ""substance"")))"
Check for urgent diarrhoea conditions	"(check_for (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Thirst due to water deprivation"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Xerostomia due to dehydration"" ""disorder"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Decreased skin turgor"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Sunken eyes"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Signs of dehydration"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Drowsy"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Clouded consciousness"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Diarrhea"" ""finding"") (qualifier (snomed_concept ""Watery"" ""qualifier value""))) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Finding of vomiting"" ""finding"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""History of travel with high risk of exposure to communicable disease"" ""situation"")) (finding (snomed_concept ""Clinical finding"" ""finding"") (snomed_concept ""Xerostomia"" ""finding"")) (finding (snomed_concept ""Exposure to (contextual qualifier)"" ""qualifier value"") (snomed_concept ""Vibrio cholerae"" ""organism"")))"
